spid,pid,name,season,position,position2,position3,ovr,ovr2,ovr3,pay,preferredfoot,weakfootabilitytypecode,height,weight,nation_id,thumb_path
238228509,228509,J. 렌-아델라이드,20NG,cm,cam,rm,90,90,90,17,1,3,184,75,18,/playersAction/p228509_25.png?rd=202607310550
238230005,230005,톰 데이비스,20NG,cm,cdm,,89,85,0,16,1,3,185,70,14,/playersAction/p230005_25.png?rd=202607310550
238231521,231521,E. 팔라시오스,20NG,cm,rm,cam,89,87,88,17,1,4,177,72,52,/playersAction/p231521_25.png?rd=202607310540
238232104,232104,대니얼 제임스,20NG,rm,lm,,89,89,0,17,1,4,170,76,50,/playersAction/p232104_25.png?rd=202607310550
238232756,232756,피카요 토모리,20NG,cb,,,90,0,0,16,1,3,185,78,14,/playersAction/p232756_25.png?rd=202607310540
238235619,235619,M. 에드워즈,20NG,rm,,,91,0,0,18,2,3,176,78,14,/playersAction/p235619_25.png?rd=202607310540
238235735,235735,이선 암파두,20NG,cb,cdm,,83,81,0,14,1,3,183,78,50,/playersAction/p235735_25.png?rd=202607310550
238236496,236496,마테오 겐두지,20NG,cdm,cm,,92,91,0,17,1,3,185,68,18,/playersAction/p236496_25.png?rd=202607310550
238236600,236600,제이펏 탕강가,20NG,cb,,,85,0,0,15,1,2,184,73,14,/playersAction/p236600_25.png?rd=202607310540
238236632,236632,다비드 네리스,20NG,rw,cam,,91,91,0,18,2,3,176,66,54,/playersAction/p236632_25.png?rd=202607310550
238237238,237238,스콧 맥토미니,20NG,cm,cdm,,92,92,0,18,1,3,193,88,42,/playersAction/p237238_25.png?rd=202607310550
238237692,237692,필 포든,20NG,cam,cm,,93,92,0,18,2,3,171,69,14,/playersAction/p237692_25.png?rd=202607310540
238237942,237942,P. 에스투피냔,20NG,lb,,,92,0,0,18,2,3,175,73,57,/playersAction/p237942_25.png?rd=202607310550
238238095,238095,니콜라 밀렌코비치,20NG,cb,rb,,93,89,0,18,1,3,195,90,51,/playersAction/p238095_25.png?rd=202607310540
238238359,238359,웬델,20NG,cm,,,90,0,0,17,1,3,180,73,54,/players/p238359.png?rd=202607310540
238238476,238476,단악셀 자가두,20NG,cb,,,90,0,0,17,2,3,196,90,18,/playersAction/p238476_25.png?rd=202607310540
238238616,238616,페드루 네투,20NG,lw,cf,,89,87,0,17,2,3,172,62,38,/playersAction/p238616_25.png?rd=202607310540
238239231,239231,마르크 쿠쿠레야,20NG,lm,lb,,93,90,0,18,2,3,172,66,45,/playersAction/p239231_25.png?rd=202607310550
238239744,239744,미카엘 퀴상스,20NG,cm,,,87,0,0,17,2,3,181,74,18,/playersAction/p239744_25.png?rd=202607310540
238240017,240017,A. 스코우 올센,20NG,rw,st,cam,87,84,86,17,2,4,188,75,13,/playersAction/p240017_25.png?rd=202607310550
238240130,240130,에데르 밀리탕,20NG,cb,rb,,90,88,0,17,1,3,186,78,54,/playersAction/p240130_25.png?rd=202607310540
238240787,240787,H. 트라오레,20NG,cam,cm,,90,90,0,17,1,3,177,68,108,/playersAction/p240787_25.png?rd=202607310540
238241410,241410,E. 살세도,20NG,cf,st,,86,82,0,15,1,3,178,74,27,/players/p241410.png?rd=202607310550
238241470,241470,알렉스 센테예스,20NG,lb,,,85,0,0,15,2,3,186,78,45,/players/p241470.png?rd=202607310540
238242374,242374,무사 바로,20NG,st,,,92,0,0,17,1,3,183,70,116,/players/p242374.png?rd=202607310540
238242434,242434,커티스 존스,20NG,cm,cam,lm,84,83,82,15,1,3,182,68,14,/playersAction/p242434_25.png?rd=202607310540
238242641,242641,R. 아이트-누리,20NG,lb,,,83,0,0,14,2,3,179,70,18,/playersAction/p242641_25.png?rd=202607310550
238242879,242879,M. 반데보르트,20NG,gk,,,84,0,0,12,1,2,187,71,7,/playersAction/p242879_25.png?rd=202607310540
238243014,243014,브라이언 음뵈모,20NG,rw,st,rm,87,82,86,16,2,2,171,75,18,/playersAction/p243014_25.png?rd=202607310540
238243057,243057,니코 윌리엄스,20NG,rb,,,85,0,0,14,1,2,178,60,50,/playersAction/p243057_25.png?rd=202607310550
238243237,243237,루카 펠레그리니,20NG,lb,,,90,0,0,17,2,3,178,72,27,/playersAction/p243237_25.png?rd=202607310540
238243245,243245,오르쿤 쾨크취,20NG,cam,cm,,90,88,0,18,1,5,175,70,48,/playersAction/p243245_25.png?rd=202607310540
238243282,243282,드와이트 맥닐,20NG,lm,,,93,0,0,18,2,3,183,70,14,/playersAction/p243282_25.png?rd=202607310550
238243414,243414,브랜던 윌리엄스,20NG,lb,rb,,88,88,0,16,1,4,183,70,14,/players/p243414.png?rd=202607310540
238244206,244206,네우엔 페레스,20NG,cb,,,87,0,0,16,1,3,186,75,52,/playersAction/p244206_25.png?rd=202607310550
238244316,244316,루이스 막시미아누,20NG,gk,,,90,0,0,14,1,2,190,82,38,/players/p244316.png?rd=202607310550
238244675,244675,산세트,20NG,cam,cm,,84,83,0,15,1,4,188,73,45,/playersAction/p244675_25.png?rd=202607310540
238245037,245037,에릭 가르시아,20NG,cb,,,91,0,0,17,1,3,182,79,45,/playersAction/p245037_25.png?rd=202607310540
238245131,245131,G. 치타이슈빌리,20NG,rm,lm,,83,83,0,15,2,4,171,63,49,/players/p245131.png?rd=202607310550
238245155,245155,모하메드 쿠두스,20NG,cm,,,92,0,0,18,2,3,175,70,117,/playersAction/p245155_25.png?rd=202607310550
238245371,245371,티아고 알마다,20NG,rw,cam,lw,89,88,89,16,1,3,171,62,52,/playersAction/p245371_25.png?rd=202607310540
238245426,245426,마라시 쿰불라,20NG,cb,,,91,0,0,17,1,3,185,78,1,/playersAction/p245426_25.png?rd=202607310540
238245541,245541,지오바니 레이나,20NG,lm,cam,,87,86,0,16,1,2,175,68,95,/playersAction/p245541_25.png?rd=202607310540
238245992,245992,빌리 길모어,20NG,cm,cam,,84,83,0,15,1,3,170,67,42,/playersAction/p245992_25.png?rd=202607310540
238246104,246104,R. 흐라벤베르흐,20NG,cm,cdm,,87,80,0,16,1,3,190,79,34,/playersAction/p246104_25.png?rd=202607310540
238246147,246147,메이슨 그린우드,20NG,st,rm,,93,90,0,19,2,5,185,70,14,/playersAction/p246147_25.png?rd=202607310540
238246420,246420,제레미 도쿠,20NG,rw,lw,,89,89,0,17,1,4,171,60,7,/playersAction/p246420_25.png?rd=202607310540
238246469,246469,A. 우르시,20NG,lm,cm,rm,87,80,87,15,2,3,168,61,52,/players/p246469.png?rd=202607310540
238246618,246618,아담 흘로제크,20NG,rm,st,lm,88,86,88,16,1,3,185,80,12,/playersAction/p246618_25.png?rd=202607310550
238246646,246646,막상스 카케레,20NG,cm,cdm,,87,86,0,16,1,4,174,63,18,/playersAction/p246646_25.png?rd=202607310540
238246669,246669,부카요 사카,20NG,lm,lb,lw,91,86,90,18,2,4,178,70,14,/playersAction/p246669_25.png?rd=202607310540
238246877,246877,G. 가에타노,20NG,cam,cm,,85,82,0,15,1,3,175,70,27,/playersAction/p246877_25.png?rd=202607310540
238247204,247204,에메르송 로얄,20NG,rb,rm,rwb,91,84,91,17,1,3,181,79,54,/players/p247204.png?rd=202607310540
238247229,247229,라울 벨라노바,20NG,rb,,,83,0,0,15,1,3,187,83,27,/playersAction/p247229_25.png?rd=202607310540
238247263,247263,에드몽 탑소바,20NG,cb,,,92,0,0,17,1,3,192,78,101,/playersAction/p247263_25.png?rd=202607310540
238247394,247394,데얀 쿨루세브스키,20NG,rw,cam,,94,93,0,19,2,3,186,75,46,/players/p247394.png?rd=202607310540
238247851,247851,브루누 기마랑이스,20NG,cm,,,84,0,0,16,1,3,182,79,54,/playersAction/p247851_25.png?rd=202607310540
238247888,247888,S. 에스포지토,20NG,st,,,86,0,0,15,1,3,186,75,27,/playersAction/p247888_25.png?rd=202607310540
238248243,248243,E. 카마빙가,20NG,cm,cdm,,92,92,0,17,2,3,182,68,18,/playersAction/p248243_25.png?rd=202607310540
238248874,248874,N. 아르미니,20NG,cb,,,83,0,0,15,1,4,185,77,27,/players/p248874.png?rd=202607310540
238251566,251566,가브리엘 마르티넬리,20NG,lw,lm,st,91,91,89,17,1,3,176,68,54,/playersAction/p251566_25.png?rd=202607310540
238251804,251804,서지뇨 데스트,20NG,rb,,,90,0,0,18,1,4,170,62,95,/playersAction/p251804_25.png?rd=202607310540
238251854,251854,페드리,20NG,lm,cam,,87,86,0,16,1,3,174,65,45,/playersAction/p251854_25.png?rd=202607310540
238252000,252000,D. 브라다리치,20NG,lb,,,83,0,0,15,2,3,178,69,10,/players/p252000.png?rd=202607310540
238252027,252027,A. 브랑크스,20NG,cm,cdm,,86,83,0,17,1,5,183,78,7,/playersAction/p252027_25.png?rd=202607310540
238252961,252961,T. 니안주,20NG,cb,cdm,,86,81,0,15,1,3,187,83,18,/playersAction/p252961_25.png?rd=202607310540
238253004,253004,안수 파티,20NG,lw,rw,,93,93,0,19,1,4,178,66,45,/playersAction/p253004_25.png?rd=202607310540
238254544,254544,헤이니에르,20NG,cf,cam,,87,87,0,17,1,4,185,72,54,/players/p254544.png?rd=202607310550
238255891,255891,보슈코 슈탈로,20NG,cb,,,85,0,0,14,1,3,188,72,10,/players/p255891.png?rd=202607310540
239155355,155355,이청용,20KLB,rm,cam,,90,90,0,17,1,3,180,68,167,/players/p155355.png?rd=202607310550
239184900,184900,김광석,20KLB,cb,,,92,0,0,17,1,3,183,73,167,/players/p184900.png?rd=202607310550
239189224,189224,주니오,20KLB,st,,,95,0,0,20,1,4,187,85,54,/players/p189224.png?rd=202607310550
239199231,199231,김태환,20KLB,rb,rwb,,91,91,0,17,1,3,180,72,167,/playersAction/p199231_25.png?rd=202607310550
239199236,199236,홍철,20KLB,lb,lm,,89,86,0,17,2,3,176,70,167,/players/p199236.png?rd=202607310550
239200577,200577,이용,20KLB,rb,,,89,0,0,17,1,3,180,76,167,/players/p200577.png?rd=202607310550
239200588,200588,홍정호,20KLB,cb,,,91,0,0,18,1,4,186,77,167,/players/p200588.png?rd=202607310550
239200601,200601,윤빛가람,20KLB,cm,cam,cdm,91,91,82,17,1,4,178,75,167,/players/p200601.png?rd=202607310550
239202994,202994,한교원,20KLB,rm,rw,,94,94,0,19,1,4,182,73,167,/playersAction/p202994_25.png?rd=202607310550
239205156,205156,최영준,20KLB,cdm,,,92,0,0,18,1,4,181,76,167,/players/p205156.png?rd=202607310550
239205565,205565,불투이스,20KLB,cb,,,90,0,0,17,2,3,192,88,34,/players/p205565.png?rd=202607310550
239207645,207645,바로우,20KLB,lw,,,89,0,0,17,2,2,176,63,116,/players/p207645.png?rd=202607310550
239210941,210941,이창근,20KLB,gk,,,89,0,0,15,1,3,186,75,167,/playersAction/p210941_25.png?rd=202607310550
239211004,211004,한국영,20KLB,cdm,cm,,90,89,0,17,1,3,183,73,167,/players/p211004.png?rd=202607310550
239212432,212432,조현우,20KLB,gk,,,92,0,0,15,1,3,189,75,167,/playersAction/p212432_25.png?rd=202607310550
239212439,212439,임채민,20KLB,cb,,,91,0,0,18,1,3,188,82,167,/players/p212439.png?rd=202607310550
239212778,212778,권경원,20KLB,cb,,,91,0,0,17,2,2,188,81,167,/players/p212778.png?rd=202607310550
239218471,218471,김민우,20KLB,lm,lb,cm,90,88,88,18,2,4,174,66,167,/players/p218471.png?rd=202607310550
239221875,221875,손준호,20KLB,cdm,cm,,95,94,0,19,1,3,178,73,167,/playersAction/p221875_25.png?rd=202607310550
239221912,221912,강현무,20KLB,gk,,,91,0,0,14,1,3,185,78,167,/players/p221912.png?rd=202607310550
239222734,222734,강상우,20KLB,lw,lb,,93,91,0,18,1,4,176,62,167,/players/p222734.png?rd=202607310540
239223994,223994,무고사,20KLB,st,,,92,0,0,18,1,3,188,81,15,/players/p223994.png?rd=202607310550
239225733,225733,세징야,20KLB,cf,st,cam,95,94,95,21,1,5,177,74,54,/playersAction/p225733_25.png?rd=202607310550
239227790,227790,정승현,20KLB,cb,,,90,0,0,17,1,4,188,89,167,/players/p227790.png?rd=202607310540
239228861,228861,일류첸코,20KLB,st,,,95,0,0,21,1,5,189,82,40,/playersAction/p228861_25.png?rd=202607310550
239229694,229694,문선민,20KLB,rw,rm,st,91,89,89,18,1,4,172,68,167,/players/p229694.png?rd=202607310550
239232857,232857,유인수,20KLB,rm,,,89,0,0,16,1,3,178,71,167,/playersAction/p232857_25.png?rd=202607310550
239232985,232985,쿠니모토,20KLB,cm,rm,,90,90,0,18,2,5,174,70,163,/players/p232985.png?rd=202607310550
239233018,233018,김대원,20KLB,st,lw,,90,90,0,17,1,4,171,65,167,/players/p233018.png?rd=202607310550
239234186,234186,연제운,20KLB,cb,,,89,0,0,17,1,3,185,78,167,/playersAction/p234186_25.png?rd=202607310550
239234264,234264,정승원,20KLB,rm,rwb,,91,91,0,17,1,2,170,68,167,/playersAction/p234264_25.png?rd=202607310550
239237098,237098,한승규,20KLB,cam,cm,,90,89,0,17,1,4,173,68,167,/players/p237098.png?rd=202607310550
239238097,238097,나상호,20KLB,lm,st,,92,91,0,18,1,4,173,70,167,/players/p238097.png?rd=202607310550
239238354,238354,하창래,20KLB,cb,,,92,0,0,18,1,3,188,83,167,/playersAction/p238354_25.png?rd=202607310550
239238570,238570,송범근,20KLB,gk,,,92,0,0,15,1,2,194,88,167,/playersAction/p238570_25.png?rd=202607310550
239238576,238576,정태욱,20KLB,cb,,,93,0,0,19,1,3,194,92,167,/players/p238576.png?rd=202607310550
239243061,243061,이동준,20KLB,rw,,,91,0,0,19,1,5,173,64,167,/players/p243061.png?rd=202607310550
239244582,244582,팔로세비치,20KLB,cam,cm,,94,94,0,18,2,4,180,66,51,/players/p244582.png?rd=202607310550
239244723,244723,펠리페,20KLB,st,,,94,0,0,20,2,4,193,89,54,/players/p244723.png?rd=202607310550
239244800,244800,김문환,20KLB,rb,,,89,0,0,17,1,3,173,64,167,/players/p244800.png?rd=202607310550
239245400,245400,김지현,20KLB,st,rw,,91,88,0,18,1,3,183,79,167,/playersAction/p245400_25.png?rd=202607310550
239246937,246937,엄원상,20KLB,rw,lw,,92,92,0,18,1,4,171,63,167,/players/p246937.png?rd=202607310550
239247686,247686,조규성,20KLB,st,lm,,88,86,0,16,1,3,188,77,167,/playersAction/p247686_25.png?rd=202607310550
239248188,248188,송민규,20KLB,lw,lm,,93,92,0,19,1,3,179,72,167,/players/p248188.png?rd=202607310550
239254814,254814,원두재,20KLB,cdm,,,90,0,0,17,1,3,187,81,167,/players/p254814.png?rd=202607310540
240020801,20801,크리스티아누 호날두,21TOTY,st,lw,,103,100,0,26,1,5,187,83,38,/playersAction/p20801_25.png?rd=202607310550
240155862,155862,세르히오 라모스,21TOTY,cb,,,103,0,0,24,1,4,184,82,45,/players/p155862.png?rd=202607310550
240188545,188545,레반도프스키,21TOTY,st,,,103,0,0,24,1,5,184,80,37,/playersAction/p188545_25.png?rd=202607310550
240192985,192985,케빈 더브라위너,21TOTY,cam,cm,,103,102,0,25,1,5,181,70,7,/playersAction/p192985_25.png?rd=202607310550
240200104,200104,손흥민,21TOTY,lm,cf,st,102,102,101,24,1,5,183,78,167,/playersAction/p200104_25.png?rd=202607310550
240212198,212198,브루누 페르난데스,21TOTY,cam,cm,,101,101,0,23,1,4,179,69,38,/playersAction/p212198_25.png?rd=202607310550
240231281,231281,T. 알렉산더-아놀드,21TOTY,rb,,,102,0,0,22,1,4,180,69,14,/playersAction/p231281_25.png?rd=202607310550
240231747,231747,킬리안 음바페,21TOTY,st,lw,rw,102,102,102,24,1,4,178,73,18,/playersAction/p231747_25.png?rd=202607310550
240234396,234396,알폰소 데이비스,21TOTY,lb,lm,,101,100,0,23,2,4,181,72,70,/playersAction/p234396_25.png?rd=202607310540
241158023,158023,리오넬 메시,21TOTN,rw,cf,,100,100,0,23,2,4,170,72,52,/playersAction/p158023_25.png?rd=202607310550
241164240,164240,티아구 실바,21TOTN,cb,,,98,0,0,21,1,4,183,79,54,/players/p164240.png?rd=202607310550
241165153,165153,카림 벤제마,21TOTN,cf,st,,99,99,0,23,1,5,185,81,18,/playersAction/p165153_25.png?rd=202607310550
241173608,173608,호셀루,21TOTN,st,,,93,0,0,18,1,3,192,80,45,/players/p173608.png?rd=202607310550
241176580,176580,루이스 수아레스,21TOTN,st,,,98,0,0,22,1,5,182,83,60,/playersAction/p176580_25.png?rd=202607310550
241178603,178603,마츠 후멜스,21TOTN,cb,,,97,0,0,22,1,4,191,94,21,/players/p178603.png?rd=202607310550
241182521,182521,토니 크로스,21TOTN,cm,,,97,0,0,21,1,5,183,76,21,/playersAction/p241182521.png?rd=202607310550
241183898,183898,앙헬 디마리아,21TOTN,rw,lw,,99,99,0,21,2,2,180,69,52,/playersAction/p183898_25.png?rd=202607310550
241189053,189053,프란체스코 카푸토,21TOTN,st,,,96,0,0,20,1,4,181,74,27,/players/p189053.png?rd=202607310550
241189513,189513,파레호,21TOTN,cm,,,93,0,0,19,1,4,182,74,45,/playersAction/p189513_25.png?rd=202607310550
241190871,190871,네이마르 Jr.,21TOTN,lw,cam,,99,99,0,22,1,5,175,68,54,/players/p190871.png?rd=202607310550
241190941,190941,L. 흐라데츠키,21TOTN,gk,,,94,0,0,16,1,3,192,82,17,/playersAction/p190941_25.png?rd=202607310550
241192387,192387,치로 임모빌레,21TOTN,st,,,100,0,0,22,1,4,185,85,27,/playersAction/p192387_25.png?rd=202607310550
241192505,192505,로멜루 루카쿠,21TOTN,st,,,99,0,0,22,2,4,191,94,7,/playersAction/p192505_25.png?rd=202607310550
241193041,193041,케일러 나바스,21TOTN,gk,,,98,0,0,18,1,3,185,80,72,/players/p193041.png?rd=202607310550
241195859,195859,대니 잉스,21TOTN,st,,,96,0,0,20,1,4,178,73,14,/playersAction/p195859_25.png?rd=202607310550
241198219,198219,로렌초 인시녜,21TOTN,lw,cf,,95,94,0,19,1,4,163,59,27,/playersAction/p198219_25.png?rd=202607310550
241198706,198706,루이스 알베르토,21TOTN,cam,cm,cf,99,99,98,22,1,3,183,74,45,/players/p198706.png?rd=202607310550
241199845,199845,F. 아체르비,21TOTN,cb,,,97,0,0,20,2,3,192,88,27,/playersAction/p199845_25.png?rd=202607310550
241202126,202126,해리 케인,21TOTN,st,,,99,0,0,22,1,4,188,89,14,/playersAction/p202126_25.png?rd=202607310550
241204923,204923,마르셀 자비처,21TOTN,cm,cam,,98,98,0,20,1,4,178,76,4,/playersAction/p204923_25.png?rd=202607310550
241207862,207862,마티아스 긴터,21TOTN,cb,,,94,0,0,19,1,3,191,86,21,/playersAction/p207862_25.png?rd=202607310550
241207865,207865,마르키뉴스,21TOTN,cb,cdm,,99,98,0,22,1,3,183,75,54,/playersAction/p207865_25.png?rd=202607310550
241208722,208722,사디오 마네,21TOTN,lw,,,98,0,0,22,1,5,175,69,136,/playersAction/p208722_25.png?rd=202607310550
241208830,208830,제이미 바디,21TOTN,st,,,98,0,0,22,1,5,179,74,14,/playersAction/p208830_25.png?rd=202607310550
241209331,209331,모하메드 살라,21TOTN,rw,,,98,0,0,22,2,3,175,71,111,/playersAction/p209331_25.png?rd=202607310550
241209889,209889,하파엘 게헤이루,21TOTN,lm,lb,,95,93,0,19,2,2,170,71,38,/playersAction/p209889_25.png?rd=202607310550
241211110,211110,파울로 디발라,21TOTN,cf,cam,,98,98,0,21,2,3,177,75,52,/playersAction/p211110_25.png?rd=202607310540
241216267,216267,앤드루 로버트슨,21TOTN,lb,,,99,0,0,21,2,3,178,64,42,/playersAction/p216267_25.png?rd=202607310550
241216354,216354,A. 크라마리치,21TOTN,st,cam,,95,91,0,20,1,4,177,73,10,/playersAction/p216354_25.png?rd=202607310550
241216594,216594,나빌 페키르,21TOTN,cam,rm,st,93,93,90,19,2,4,173,75,18,/players/p216594.png?rd=202607310550
241219681,219681,조르당 아마비,21TOTN,lb,,,95,0,0,20,2,5,176,70,18,/players/p219681.png?rd=202607310550
241220651,220651,앙헬리뇨,21TOTN,lb,,,95,0,0,19,2,3,175,69,45,/playersAction/p220651_25.png?rd=202607310550
241223697,223697,로빈 고젠스,21TOTN,lm,lb,,96,95,0,20,2,4,183,76,21,/playersAction/p223697_25.png?rd=202607310540
241225193,225193,미켈 메리노,21TOTN,cm,,,92,0,0,18,2,3,189,83,45,/playersAction/p225193_25.png?rd=202607310550
241228941,228941,안드레 실바,21TOTN,st,,,94,0,0,19,1,3,184,78,38,/playersAction/p228941_25.png?rd=202607310550
241232656,232656,테오 에르난데스,21TOTN,lb,,,97,0,0,20,2,3,184,81,18,/playersAction/p232656_25.png?rd=202607310550
241234906,234906,우셈 아우아르,21TOTN,cm,lm,,94,94,0,19,1,3,175,70,18,/playersAction/p234906_25.png?rd=202607310540
241239085,239085,엘링 홀란,21TOTN,st,,,99,0,0,22,2,3,194,88,36,/playersAction/p239085_25.png?rd=202607310550
242020801,20801,크리스티아누 호날두,20UCL,st,lw,,97,93,0,23,1,4,187,83,38,/playersAction/p20801_25.png?rd=202607310550
242120533,120533,페페,20UCL,cb,,,79,0,0,12,1,3,188,81,38,/players/p120533.png?rd=202607310550
242135507,135507,페르난지뉴,20UCL,cdm,cb,,86,85,0,15,1,4,179,67,54,/players/p135507.png?rd=202607310550
242138412,138412,제임스 밀너,20UCL,cm,rb,lb,87,88,88,17,1,4,175,70,14,/playersAction/p138412_25.png?rd=202607310550
242138956,138956,조르조 키엘리니,20UCL,cb,,,78,0,0,13,2,3,187,85,27,/playersAction/p242138956.png?rd=202607310550
242143076,143076,알레한드로 고메스,20UCL,cam,cf,st,94,94,89,19,1,4,167,68,52,/players/p143076.png?rd=202607310540
242144429,144429,오스카르 벤트,20UCL,lb,,,91,0,0,18,2,3,181,82,46,/players/p144429.png?rd=202607310550
242152729,152729,피케,20UCL,cb,,,85,0,0,16,1,3,194,85,45,/players/p152729.png?rd=202607310550
242153079,153079,세르히오 아구에로,20UCL,st,,,84,0,0,16,1,4,173,70,52,/players/p153079.png?rd=202607310550
242155862,155862,세르히오 라모스,20UCL,cb,,,95,0,0,20,1,3,184,82,45,/players/p155862.png?rd=202607310550
242156519,156519,엑토르 에레라,20UCL,cm,,,83,0,0,15,1,4,185,78,83,/players/p156519.png?rd=202607310540
242158023,158023,리오넬 메시,20UCL,rw,st,cf,97,91,96,22,2,3,170,72,52,/playersAction/p158023_25.png?rd=202607310550
242164240,164240,티아구 실바,20UCL,cb,,,92,0,0,18,1,4,183,79,54,/players/p164240.png?rd=202607310540
242165109,165109,Ș. 라두,20UCL,cb,,,76,0,0,11,2,3,183,79,39,/players/p165109.png?rd=202607310550
